date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:31:56	16458/16458	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ec9-404a-56efed1133a00%22	https://geekprank.com/images/slider/pretty-cool-site.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/pretty-cool-site.jpg	(from https://geekprank.com/mobile/)
09:31:56	3358/3358	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2012:25:32%20GMT	https://geekprank.com/boot-device-not-found/	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/boot-device-not-found/index.html	(from https://geekprank.com/mobile/)
09:31:56	13174/13174	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ed6-3376-55d893bfea480%22	https://geekprank.com/images/slider/fake-virus-screen-system-lock.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/fake-virus-screen-system-lock.jpg	(from https://geekprank.com/mobile/)
09:31:56	17977/17977	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ed4-4639-55d893c1d2900%22	https://geekprank.com/images/slider/computer-fbi-warning.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/computer-fbi-warning.jpg	(from https://geekprank.com/mobile/)
09:31:56	1487/1487	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ed5-5cf-55d893c1d2900%22	https://geekprank.com/images/slider/never-ending-apple-ios-upload-screen.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/never-ending-apple-ios-upload-screen.jpg	(from https://geekprank.com/mobile/)
09:31:57	3106/3106	---M--	200	added ('OK')	image/jpeg	etag:%2230a2eca-c22-55d893c1d2900%22	https://geekprank.com/images/slider/prank-windows-xp-upgrade-screen.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/prank-windows-xp-upgrade-screen.jpg	(from https://geekprank.com/mobile/)
09:31:57	5353/5353	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ec6-14e9-55d893c1d2900%22	https://geekprank.com/images/slider/infinite-windows7-update.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/infinite-windows7-update.jpg	(from https://geekprank.com/mobile/)
09:31:57	3283/3283	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ecf-cd3-55d893c1d2900%22	https://geekprank.com/images/slider/windows-10-upgrade-loading.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/windows-10-upgrade-loading.jpg	(from https://geekprank.com/mobile/)
09:31:57	9227/9227	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ec8-240b-55d893c1d2900%22	https://geekprank.com/images/slider/online-dos-cmd-simulator.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/online-dos-cmd-simulator.jpg	(from https://geekprank.com/mobile/)
09:31:58	11830/11830	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ecb-2e36-55d893c1d2900%22	https://geekprank.com/images/slider/bios-cmos-boot-setting-simulator.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/bios-cmos-boot-setting-simulator.jpg	(from https://geekprank.com/mobile/)
09:31:58	4473/4473	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Jul%202022%2012:26:38%20GMT	https://geekprank.com/fake-dos/	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/fake-dos/index.html	(from https://geekprank.com/mobile/)
09:31:58	10564/10564	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ecc-2944-55d893c1d2900%22	https://geekprank.com/images/slider/matrix-rain-screen.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/matrix-rain-screen.jpg	(from https://geekprank.com/mobile/)
09:31:59	4689/4689	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ed1-1251-5624adfb77f00%22	https://geekprank.com/images/slider/black-white-tv-dots.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/black-white-tv-dots.jpg	(from https://geekprank.com/mobile/)
09:31:59	16178/16178	---M--	200	added ('OK')	image/jpeg	etag:%2230a2ed9-3f32-55d893c1d2900%22	https://geekprank.com/images/slider/cracked-monitor.jpg	C:/Users/lenovo/Desktop/HTTTRACK/GeekPrank/geekprank.com/images/slider/cracked-monitor.jpg	(from https://geekprank.com/mobile/)
